user_id,age,gender,occupation,zip_code,prenom,nom,email,preferred_genre,best_rated_movie
26,49,M,engineer,21044,John,Coleman,john.coleman@gmail.com,Drama,Fargo (1996)
27,40,F,librarian,30030,Amy,Diaz,amy.diaz@gmail.com,Thriller,Fargo (1996)
28,32,M,writer,55369,Edwin,Hernandez,edwin.hernandez@outlook.com,Thriller,"Silence of the Lambs, The (1991)"
29,41,M,programmer,94043,Linda,Wilson,linda.wilson@gmail.com,Thriller,"English Patient, The (1996)"
30,7,M,student,55436,Jennifer,Smith,jennifer.smith@yahoo.com,Comedy,Butch Cassidy and the Sundance Kid (1969)
31,24,M,artist,10003,Tammy,Jordan,tammy.jordan@outlook.com,Drama,"Maltese Falcon, The (1941)"
32,28,F,student,78741,Justin,Baker,justin.baker@gmail.com,Comedy,Trainspotting (1996)
33,23,M,student,27510,Scott,Taylor,scott.taylor@gmail.com,Thriller,Titanic (1997)
34,38,F,administrator,42141,Aaron,Brown,aaron.brown@yahoo.com,Drama,Kolya (1996)
35,20,F,homemaker,42459,Steven,Harrison,steven.harrison@yahoo.com,Action,Air Force One (1997)
36,19,F,student,93117,Heather,Hunter,heather.hunter@yahoo.com,Drama,Mad City (1997)
37,23,M,student,55105,Bridget,Scott,bridget.scott@outlook.com,Action,Batman (1989)
38,28,F,other,54467,Karen,Mclaughlin,karen.mclaughlin@gmail.com,Comedy,Aladdin (1992)
39,41,M,entertainment,01040,Casey,Bird,casey.bird@yahoo.com,Drama,Spice World (1997)
40,38,M,scientist,27514,Daniel,Ross,daniel.ross@yahoo.com,Drama,Chasing Amy (1997)
41,33,M,engineer,80525,Mary,Carter,mary.carter@yahoo.com,Drama,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
42,30,M,administrator,17870,Troy,Gonzales,troy.gonzales@gmail.com,Drama,E.T. the Extra-Terrestrial (1982)
43,29,F,librarian,20854,Emily,Garcia,emily.garcia@yahoo.com,Comedy,"Shawshank Redemption, The (1994)"
44,26,M,technician,46260,Brittany,Cummings,brittany.cummings@gmail.com,Drama,"Terminator, The (1984)"
45,29,M,programmer,50233,Louis,Ford,louis.ford@gmail.com,Comedy,Mystery Science Theater 3000: The Movie (1996)
46,27,F,marketing,46538,Timothy,Kerr,timothy.kerr@outlook.com,Drama,Seven Years in Tibet (1997)
47,53,M,marketing,07102,Larry,Chen,larry.chen@yahoo.com,Drama,Boogie Nights (1997)
48,45,M,administrator,12550,Lisa,Ross,lisa.ross@outlook.com,Drama,Raiders of the Lost Ark (1981)
49,23,F,student,76111,Mario,Rice,mario.rice@gmail.com,Comedy,Ed Wood (1994)
50,21,M,writer,52245,Lisa,Drake,lisa.drake@yahoo.com,Drama,"Pillow Book, The (1995)"
51,28,M,educator,16509,Damon,Hart,damon.hart@gmail.com,Adventure,Much Ado About Nothing (1993)
52,18,F,student,55105,Allen,Doyle,allen.doyle@yahoo.com,Drama,Stealing Beauty (1996)
53,26,M,programmer,55414,Kylie,Ho,kylie.ho@gmail.com,Action,Raiders of the Lost Ark (1981)
54,22,M,executive,66315,Adam,Mason,adam.mason@outlook.com,Thriller,Ransom (1996)
55,37,M,programmer,01331,Stephanie,Gonzalez,stephanie.gonzalez@outlook.com,Action,Die Hard (1988)
56,25,M,librarian,46260,Joseph,Hughes,joseph.hughes@outlook.com,Comedy,Independence Day (ID4) (1996)
57,16,M,none,84010,Jennifer,Taylor,jennifer.taylor@gmail.com,Comedy,Fly Away Home (1996)
58,27,M,programmer,52246,Linda,Prince,linda.prince@gmail.com,Drama,"Princess Bride, The (1987)"
59,49,M,educator,08403,Brittany,Henderson,brittany.henderson@gmail.com,Drama,Dead Poets Society (1989)
60,50,M,healthcare,06472,Bonnie,Duncan,bonnie.duncan@yahoo.com,Drama,To Kill a Mockingbird (1962)
61,36,M,engineer,30040,Mariah,Carrillo,mariah.carrillo@gmail.com,Thriller,Conspiracy Theory (1997)
62,27,F,administrator,97214,Edward,Heath,edward.heath@yahoo.com,Drama,GoodFellas (1990)
63,31,M,marketing,75240,Brandon,Hall,brandon.hall@gmail.com,Drama,Fargo (1996)
64,32,M,educator,43202,Lori,Moran,lori.moran@yahoo.com,Drama,Local Hero (1983)
65,51,F,educator,48118,Carlos,Thompson,carlos.thompson@gmail.com,Drama,Dead Poets Society (1989)
66,23,M,student,80521,Christopher,Miller,christopher.miller@yahoo.com,Action,Return of the Jedi (1983)
67,17,M,student,60402,Marie,Phillips,marie.phillips@outlook.com,Comedy,"Shawshank Redemption, The (1994)"
68,19,M,student,22904,Natasha,Marsh,natasha.marsh@outlook.com,Drama,Jerry Maguire (1996)
69,24,M,engineer,55337,Amanda,Larsen,amanda.larsen@outlook.com,Drama,When the Cats Away (Chacun cherche son chat) (1996)
70,27,M,engineer,60067,Amber,Barr,amber.barr@outlook.com,Action,Mary Poppins (1964)
71,39,M,scientist,98034,Kara,Jones,kara.jones@yahoo.com,Drama,Blade Runner (1982)
72,48,F,administrator,73034,Colleen,Vaughan,colleen.vaughan@gmail.com,Drama,"Terminator, The (1984)"
73,24,M,student,41850,Wendy,Glenn,wendy.glenn@gmail.com,Drama,"Manchurian Candidate, The (1962)"
74,39,M,scientist,T8H1N,Rebekah,Sanders,rebekah.sanders@gmail.com,Drama,Good Will Hunting (1997)
75,24,M,entertainment,08816,Sarah,Lewis,sarah.lewis@outlook.com,Comedy,Trees Lounge (1996)
76,20,M,student,02215,Jasmine,Hill,jasmine.hill@gmail.com,Drama,2001: A Space Odyssey (1968)
77,30,M,technician,29379,Robert,Montgomery,robert.montgomery@outlook.com,Drama,"Maltese Falcon, The (1941)"
78,26,M,administrator,61801,Tamara,Sherman,tamara.sherman@gmail.com,Comedy,Love! Valour! Compassion! (1997)
79,39,F,administrator,03755,Karen,Chandler,karen.chandler@outlook.com,Drama,Fargo (1996)
80,34,F,administrator,52241,Sherri,Jones,sherri.jones@gmail.com,Drama,Red Rock West (1992)
81,21,M,student,21218,Anna,King,anna.king@yahoo.com,Comedy,"Time to Kill, A (1996)"
82,50,M,programmer,22902,Michael,Brown,michael.brown@gmail.com,Drama,"Shawshank Redemption, The (1994)"
83,40,M,other,44133,Walter,Estrada,walter.estrada@outlook.com,Comedy,"River Wild, The (1994)"
84,32,M,executive,55369,Yvonne,Hill,yvonne.hill@yahoo.com,Drama,"Usual Suspects, The (1995)"
85,51,M,educator,20003,Justin,Taylor,justin.taylor@gmail.com,Drama,"Godfather: Part II, The (1974)"
86,26,M,administrator,46005,Alexander,Fischer,alexander.fischer@gmail.com,Drama,Contact (1997)
87,47,M,administrator,89503,April,Mann,april.mann@gmail.com,Comedy,Jurassic Park (1993)
88,49,F,librarian,11701,Jeffrey,Allen,jeffrey.allen@outlook.com,Drama,Money Talks (1997)
89,43,F,administrator,68106,Grace,Nguyen,grace.nguyen@gmail.com,Drama,When Harry Met Sally... (1989)
90,60,M,educator,78155,Lisa,Sanders,lisa.sanders@yahoo.com,Drama,"Adventures of Priscilla, Queen of the Desert, The (1994)"
91,55,M,marketing,01913,Crystal,Brown,crystal.brown@outlook.com,Drama,E.T. the Extra-Terrestrial (1982)
92,32,M,entertainment,80525,Joshua,Rivera,joshua.rivera@gmail.com,Drama,Independence Day (ID4) (1996)
93,48,M,executive,23112,Jason,Fisher,jason.fisher@gmail.com,Comedy,Mr. Holland's Opus (1995)
94,26,M,student,71457,Rachel,Collins,rachel.collins@yahoo.com,Drama,Glory (1989)
95,31,M,administrator,10707,Jasmine,Lucero,jasmine.lucero@gmail.com,Drama,Toy Story (1995)
96,25,F,artist,75206,Lauren,Anderson,lauren.anderson@outlook.com,Drama,"Nightmare Before Christmas, The (1993)"
97,43,M,artist,98006,Matthew,Jenkins,matthew.jenkins@gmail.com,Drama,Star Trek: The Wrath of Khan (1982)
98,49,F,executive,90291,Jacob,Lewis,jacob.lewis@outlook.com,Comedy,Manhattan (1979)
99,20,M,student,63129,April,Hughes,april.hughes@outlook.com,Drama,Get Shorty (1995)
100,36,M,executive,90254,Charles,Howell,charles.howell@yahoo.com,Drama,As Good As It Gets (1997)
101,15,M,student,05146,Amanda,Stanley,amanda.stanley@outlook.com,Comedy,Jerry Maguire (1996)
102,38,M,programmer,30220,Edgar,Ramsey,edgar.ramsey@outlook.com,Action,"Terminator, The (1984)"
103,26,M,student,55108,Denise,Lee,denise.lee@yahoo.com,Action,"Spitfire Grill, The (1996)"
104,27,M,student,55108,Andrew,Hutchinson,andrew.hutchinson@yahoo.com,Drama,"Full Monty, The (1997)"
105,24,M,engineer,94043,Eric,Patrick,eric.patrick@gmail.com,Drama,Contact (1997)
106,61,M,retired,55125,Ronald,Adams,ronald.adams@outlook.com,Drama,Dances with Wolves (1990)
107,39,M,scientist,60466,Kevin,Diaz,kevin.diaz@outlook.com,Thriller,Boogie Nights (1997)
108,44,M,educator,63130,Aaron,Melendez,aaron.melendez@gmail.com,Drama,Sense and Sensibility (1995)
109,29,M,other,55423,Eric,Kim,eric.kim@yahoo.com,Action,Contact (1997)
110,19,M,student,77840,Joel,Ross,joel.ross@yahoo.com,Action,Titanic (1997)
111,57,M,engineer,90630,Tracy,Hunt,tracy.hunt@outlook.com,Drama,"Full Monty, The (1997)"
112,30,M,salesman,60613,Rebecca,Melton,rebecca.melton@gmail.com,Drama,Evita (1996)
113,47,M,executive,95032,Guy,Rivera,guy.rivera@outlook.com,Drama,"Fan, The (1996)"
114,27,M,programmer,75013,Kathleen,Brown,kathleen.brown@outlook.com,Drama,Brazil (1985)
115,31,M,engineer,17110,David,Carter,david.carter@outlook.com,Drama,Babe (1995)
116,40,M,healthcare,97232,David,Obrien,david.obrien@yahoo.com,Drama,"Godfather: Part II, The (1974)"
117,20,M,student,16125,Olivia,Johnson,olivia.johnson@gmail.com,Action,Chasing Amy (1997)
118,21,M,administrator,90210,Rebecca,Cox,rebecca.cox@outlook.com,Drama,"Shining, The (1980)"
119,32,M,programmer,67401,Steven,Harris,steven.harris@outlook.com,Drama,Backbeat (1993)
120,47,F,other,06260,Thomas,Shannon,thomas.shannon@outlook.com,Drama,"Birdcage, The (1996)"
121,54,M,librarian,99603,Steven,Delgado,steven.delgado@yahoo.com,Drama,"Postino, Il (1994)"
122,32,F,writer,22206,Carolyn,Fox,carolyn.fox@outlook.com,Drama,"Age of Innocence, The (1993)"
123,48,F,artist,20008,Laura,Reynolds,laura.reynolds@yahoo.com,Drama,2001: A Space Odyssey (1968)
124,34,M,student,60615,Jennifer,Nguyen,jennifer.nguyen@gmail.com,Action,Seven (Se7en) (1995)
125,30,M,lawyer,22202,Jo,Richardson,jo.richardson@yahoo.com,Comedy,"Return of the Pink Panther, The (1974)"
126,28,F,lawyer,20015,Janice,Ramos,janice.ramos@yahoo.com,Drama,That Darn Cat! (1997)
127,33,M,none,73439,Robert,Lopez,robert.lopez@outlook.com,Action,Star Trek III: The Search for Spock (1984)
128,24,F,marketing,20009,Erika,Hardy,erika.hardy@outlook.com,Drama,Rear Window (1954)
129,36,F,marketing,07039,Bruce,Hinton,bruce.hinton@outlook.com,Drama,"English Patient, The (1996)"
130,20,M,none,60115,Matthew,Adams,matthew.adams@yahoo.com,Action,Jaws (1975)
131,59,F,administrator,15237,Michael,Smith,michael.smith@outlook.com,Drama,Fargo (1996)
132,24,M,other,94612,Jessica,Sanchez,jessica.sanchez@outlook.com,Drama,Dead Man (1995)
133,53,M,engineer,78602,Paula,Harris,paula.harris@outlook.com,Drama,Contact (1997)
134,31,M,programmer,80236,Nicole,Russell,nicole.russell@gmail.com,Drama,Titanic (1997)
135,23,M,student,38401,Erin,Boyer,erin.boyer@gmail.com,Thriller,"Silence of the Lambs, The (1991)"
136,51,M,other,97365,Jordan,Bender,jordan.bender@gmail.com,Drama,Leaving Las Vegas (1995)
137,50,M,educator,84408,Sheila,Dixon,sheila.dixon@outlook.com,Action,Die Hard (1988)
138,46,M,doctor,53211,James,Miller,james.miller@gmail.com,Drama,"Brothers McMullen, The (1995)"
139,20,M,student,08904,Nathaniel,Evans,nathaniel.evans@outlook.com,Drama,Ulee's Gold (1997)
140,30,F,student,32250,Vanessa,Olson,vanessa.olson@gmail.com,Drama,"English Patient, The (1996)"
141,49,M,programmer,36117,Matthew,Martin,matthew.martin@gmail.com,Comedy,Contact (1997)
142,13,M,other,48118,Monica,Mack,monica.mack@yahoo.com,Comedy,"Wrong Trousers, The (1993)"
143,42,M,technician,08832,Lisa,King,lisa.king@gmail.com,Thriller,"Edge, The (1997)"
144,53,M,programmer,20910,Amanda,Taylor,amanda.taylor@yahoo.com,Drama,"Fish Called Wanda, A (1988)"
145,31,M,entertainment,V3N4P,Stephanie,Weiss,stephanie.weiss@outlook.com,Drama,Jerry Maguire (1996)
146,45,M,artist,83814,Henry,Lane,henry.lane@outlook.com,Drama,"Fast, Cheap & Out of Control (1997)"
147,40,F,librarian,02143,Christopher,Peterson,christopher.peterson@gmail.com,Drama,Ma vie en rose (My Life in Pink) (1997)
148,33,M,engineer,97006,Christopher,Reese,christopher.reese@gmail.com,Drama,"Close Shave, A (1995)"
149,35,F,marketing,17325,Anthony,Hudson,anthony.hudson@gmail.com,Drama,"Full Monty, The (1997)"
150,20,F,artist,02139,Ashley,Nolan,ashley.nolan@outlook.com,Drama,Return of the Jedi (1983)
151,38,F,administrator,48103,James,Vasquez,james.vasquez@yahoo.com,Drama,Richard III (1995)
152,33,F,educator,68767,Ernest,Rodriguez,ernest.rodriguez@outlook.com,Comedy,Executive Decision (1996)
153,25,M,student,60641,Michael,Neal,michael.neal@gmail.com,Action,"Shawshank Redemption, The (1994)"
154,25,M,student,53703,Matthew,Thomas,matthew.thomas@yahoo.com,Drama,Brazil (1985)
155,32,F,other,11217,Melissa,Williams,melissa.williams@yahoo.com,Thriller,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
156,25,M,educator,08360,Brittany,Vasquez,brittany.vasquez@yahoo.com,Drama,Paths of Glory (1957)
157,57,M,engineer,70808,Roy,Randall,roy.randall@gmail.com,Drama,Swingers (1996)
158,50,M,educator,27606,Carol,Morrison,carol.morrison@outlook.com,Action,Devil in a Blue Dress (1995)
159,23,F,student,55346,Gregory,Pearson,gregory.pearson@yahoo.com,Comedy,Grumpier Old Men (1995)
160,27,M,programmer,66215,Billy,Berry,billy.berry@gmail.com,Drama,Jaws (1975)
161,50,M,lawyer,55104,Angel,Sims,angel.sims@yahoo.com,Drama,Groundhog Day (1993)
162,25,M,artist,15610,Carla,Holmes,carla.holmes@gmail.com,Action,Multiplicity (1996)
163,49,M,administrator,97212,Savannah,Rose,savannah.rose@yahoo.com,Drama,As Good As It Gets (1997)
164,47,M,healthcare,80123,Suzanne,Johns,suzanne.johns@yahoo.com,Thriller,Executive Decision (1996)
165,20,F,other,53715,Gary,Johnson,gary.johnson@yahoo.com,Drama,Jeffrey (1995)
166,47,M,educator,55113,Jorge,Villanueva,jorge.villanueva@yahoo.com,Thriller,Conspiracy Theory (1997)
167,37,M,other,L9G2B,Elizabeth,Smith,elizabeth.smith@gmail.com,Drama,Delta of Venus (1994)
168,48,M,other,80127,Robin,Bruce,robin.bruce@outlook.com,Comedy,Willy Wonka and the Chocolate Factory (1971)
169,52,F,other,53705,Joanne,Francis,joanne.francis@yahoo.com,Drama,"Peacemaker, The (1997)"
170,53,F,healthcare,30067,Kathy,Fields,kathy.fields@outlook.com,Thriller,"MatchMaker, The (1997)"
171,48,F,educator,78750,Jennifer,Whitehead,jennifer.whitehead@gmail.com,Drama,Good Will Hunting (1997)
172,55,M,marketing,22207,Stacey,Bautista,stacey.bautista@yahoo.com,Drama,Alien (1979)
173,56,M,other,22306,Tyler,Ferguson,tyler.ferguson@outlook.com,Drama,Conspiracy Theory (1997)
174,30,F,administrator,52302,Joseph,Allison,joseph.allison@outlook.com,Comedy,Apt Pupil (1998)
175,26,F,scientist,21911,Thomas,Hicks,thomas.hicks@outlook.com,Drama,"Godfather, The (1972)"
176,28,M,scientist,07030,Zoe,Scott,zoe.scott@outlook.com,Drama,Lost Highway (1997)
177,20,M,programmer,19104,Anthony,Thomas,anthony.thomas@yahoo.com,Drama,Pulp Fiction (1994)
178,26,M,other,49512,Philip,Rose,philip.rose@outlook.com,Drama,Maverick (1994)
179,15,M,entertainment,20755,Matthew,Case,matthew.case@yahoo.com,Drama,Contact (1997)
180,22,F,administrator,60202,Joel,Lewis,joel.lewis@gmail.com,Drama,Like Water For Chocolate (Como agua para chocolate) (1992)
181,26,M,executive,21218,Mark,Costa,mark.costa@outlook.com,Drama,"Birdcage, The (1996)"
182,36,M,programmer,33884,Matthew,Adams,matthew.adams@gmail.com,Drama,Forrest Gump (1994)
183,33,M,scientist,27708,Erin,Nelson,erin.nelson@yahoo.com,Action,Casablanca (1942)
184,37,M,librarian,76013,April,Ward,april.ward@yahoo.com,Drama,Mother (1996)
185,53,F,librarian,97403,Chris,Hartman,chris.hartman@gmail.com,Drama,Marvin's Room (1996)
186,39,F,executive,00000,Eugene,Allen,eugene.allen@outlook.com,Thriller,Clear and Present Danger (1994)
187,26,M,educator,16801,Julia,Hughes,julia.hughes@outlook.com,Drama,"Shawshank Redemption, The (1994)"
188,42,M,student,29440,Todd,Allen,todd.allen@gmail.com,Drama,"American President, The (1995)"
189,32,M,artist,95014,Christopher,Greene,christopher.greene@outlook.com,Drama,"Great Escape, The (1963)"
190,30,M,administrator,95938,Donna,Monroe,donna.monroe@yahoo.com,Thriller,L.A. Confidential (1997)
191,33,M,administrator,95161,Stephen,Esparza,stephen.esparza@outlook.com,Drama,Titanic (1997)
192,42,M,educator,90840,Lisa,Martinez,lisa.martinez@gmail.com,Drama,Boy's Life 2 (1997)
193,29,M,student,49931,Derrick,Mendoza,derrick.mendoza@gmail.com,Comedy,My Fair Lady (1964)
194,38,M,administrator,02154,Brandon,Leonard,brandon.leonard@gmail.com,Drama,"Great Escape, The (1963)"
195,42,M,scientist,93555,Philip,Boyer,philip.boyer@gmail.com,Drama,Return of the Jedi (1983)
196,49,M,writer,55105,Jay,Knight,jay.knight@outlook.com,Comedy,Stand by Me (1986)
197,55,M,technician,75094,Cheryl,Sanders,cheryl.sanders@gmail.com,Action,Terminator 2: Judgment Day (1991)
198,21,F,student,55414,April,Moran,april.moran@gmail.com,Drama,2001: A Space Odyssey (1968)
199,30,M,writer,17604,Angela,Perez,angela.perez@gmail.com,Drama,Chasing Amy (1997)
200,40,M,programmer,93402,Stephen,Decker,stephen.decker@outlook.com,Action,Star Trek: First Contact (1996)
201,27,M,writer,E2A4H,Jose,Hall,jose.hall@yahoo.com,Drama,Unforgiven (1992)
202,41,F,educator,60201,Aaron,Peterson,aaron.peterson@gmail.com,Drama,It Happened One Night (1934)
203,25,F,student,32301,John,Hunt,john.hunt@gmail.com,Drama,Return of the Jedi (1983)
204,52,F,librarian,10960,Paula,Ramirez,paula.ramirez@gmail.com,Drama,Boogie Nights (1997)
205,47,M,lawyer,06371,Suzanne,Dominguez,suzanne.dominguez@outlook.com,Drama,As Good As It Gets (1997)
206,14,F,student,53115,Victoria,Good,victoria.good@outlook.com,Drama,L.A. Confidential (1997)
207,39,M,marketing,92037,David,Gibson,david.gibson@gmail.com,Drama,Schindler's List (1993)
208,43,M,engineer,01720,Terri,Summers,terri.summers@yahoo.com,Comedy,When Harry Met Sally... (1989)
209,33,F,educator,85710,Joseph,Kim,joseph.kim@gmail.com,Drama,Shall We Dance? (1996)
210,39,M,engineer,03060,Teresa,Mann,teresa.mann@outlook.com,Comedy,Back to the Future (1985)
211,66,M,salesman,32605,Tammy,Jackson,tammy.jackson@yahoo.com,Drama,Men in Black (1997)
212,49,F,educator,61401,Tricia,Jackson,tricia.jackson@gmail.com,Drama,"Graduate, The (1967)"
213,33,M,executive,55345,Catherine,Osborn,catherine.osborn@outlook.com,Drama,Heat (1995)
214,26,F,librarian,11231,Matthew,Mullins,matthew.mullins@outlook.com,Drama,Clerks (1994)
215,35,M,programmer,63033,Wesley,Walker,wesley.walker@outlook.com,Drama,E.T. the Extra-Terrestrial (1982)
216,22,M,engineer,02215,Michael,Frye,michael.frye@yahoo.com,Drama,"Professional, The (1994)"
217,22,M,other,11727,Shawn,Shah,shawn.shah@yahoo.com,Action,Braveheart (1995)
218,37,M,administrator,06513,Michael,Fowler,michael.fowler@outlook.com,Comedy,This Is Spinal Tap (1984)
219,32,M,programmer,43212,Abigail,Schwartz,abigail.schwartz@yahoo.com,Drama,"Clockwork Orange, A (1971)"
220,30,M,librarian,78205,Shannon,Graham,shannon.graham@outlook.com,Drama,Scream (1996)
221,19,M,student,20685,Matthew,Armstrong,matthew.armstrong@yahoo.com,Action,Hoop Dreams (1994)
222,29,M,programmer,27502,Nicholas,Ramirez,nicholas.ramirez@outlook.com,Comedy,Amistad (1997)
223,19,F,student,47906,Donald,Maddox,donald.maddox@outlook.com,Comedy,Winnie the Pooh and the Blustery Day (1968)
224,31,F,educator,43512,Angela,Ford,angela.ford@yahoo.com,Drama,Braveheart (1995)
225,51,F,administrator,58202,Ashley,Sloan,ashley.sloan@gmail.com,Drama,Jerry Maguire (1996)
226,28,M,student,92103,Melanie,Wise,melanie.wise@yahoo.com,Drama,Kolya (1996)
227,46,M,executive,60659,Taylor,Hernandez,taylor.hernandez@outlook.com,Drama,Breakdown (1997)
228,21,F,student,22003,Lisa,Sims,lisa.sims@gmail.com,Drama,Titanic (1997)
229,29,F,librarian,22903,Carrie,Dunlap,carrie.dunlap@gmail.com,Drama,L.A. Confidential (1997)
230,28,F,student,14476,Brandy,Peters,brandy.peters@yahoo.com,Drama,Ransom (1996)
231,48,M,librarian,01080,Joshua,Williams,joshua.williams@yahoo.com,Action,"Spitfire Grill, The (1996)"
232,45,M,scientist,99709,Michael,Gates,michael.gates@yahoo.com,Drama,Casablanca (1942)
233,38,M,engineer,98682,Amanda,Ward,amanda.ward@outlook.com,Drama,Groundhog Day (1993)
234,60,M,retired,94702,Jennifer,Valenzuela,jennifer.valenzuela@gmail.com,Drama,Singin' in the Rain (1952)
235,37,M,educator,22973,Ryan,Russell,ryan.russell@outlook.com,Drama,Four Weddings and a Funeral (1994)
236,44,F,writer,53214,Shawn,Madden,shawn.madden@yahoo.com,Drama,Priest (1994)
237,49,M,administrator,63146,Joshua,Bradford,joshua.bradford@gmail.com,Drama,"Killing Fields, The (1984)"
238,42,F,administrator,44124,Mallory,Martinez,mallory.martinez@yahoo.com,Comedy,Face/Off (1997)
239,39,M,artist,95628,Jennifer,Russell,jennifer.russell@outlook.com,Drama,"Red Firecracker, Green Firecracker (1994)"
240,23,F,educator,20784,Matthew,Dixon,matthew.dixon@yahoo.com,Thriller,Titanic (1997)
241,26,F,student,20001,James,Benitez,james.benitez@outlook.com,Drama,Amistad (1997)
242,33,M,educator,31404,Christopher,Martinez,christopher.martinez@outlook.com,Drama,Beautiful Thing (1996)
243,33,M,educator,60201,Megan,Nelson,megan.nelson@gmail.com,Drama,Breaking the Waves (1996)
244,28,M,technician,80525,Stephen,Kelley,stephen.kelley@yahoo.com,Comedy,Monty Python's Life of Brian (1979)
245,22,M,student,55109,Aaron,Mays,aaron.mays@outlook.com,Comedy,Grumpier Old Men (1995)
246,19,M,student,28734,Katherine,Palmer,katherine.palmer@yahoo.com,Action,Evil Dead II (1987)
247,28,M,engineer,20770,Maria,Jackson,maria.jackson@gmail.com,Drama,Shadowlands (1993)
248,25,M,student,37235,Andrew,Brown,andrew.brown@outlook.com,Action,"Rock, The (1996)"
249,25,M,student,84103,Laura,Price,laura.price@gmail.com,Drama,"Last of the Mohicans, The (1992)"
250,29,M,executive,95110,Molly,Clark,molly.clark@outlook.com,Drama,"Hunchback of Notre Dame, The (1996)"
251,28,M,doctor,85032,Mark,Rodriguez,mark.rodriguez@outlook.com,Action,Romy and Michele's High School Reunion (1997)
252,42,M,engineer,07733,Amy,Miller,amy.miller@yahoo.com,Drama,Dead Man Walking (1995)
253,26,F,librarian,22903,Jacob,Davis,jacob.davis@gmail.com,Drama,"Jungle Book, The (1994)"
254,44,M,educator,42647,Kirk,Lowery,kirk.lowery@outlook.com,Children's,Star Wars (1977)
255,23,M,entertainment,07029,Robert,Boyer,robert.boyer@gmail.com,Thriller,Austin Powers: International Man of Mystery (1997)
256,35,F,none,39042,Todd,Le,todd.le@outlook.com,Action,French Kiss (1995)
257,17,M,student,77005,Jacqueline,Munoz,jacqueline.munoz@outlook.com,Drama,Three Colors: Red (1994)
258,19,F,student,77801,Troy,Butler,troy.butler@gmail.com,Drama,Titanic (1997)
259,21,M,student,48823,Tricia,Rowland,tricia.rowland@outlook.com,Drama,"Usual Suspects, The (1995)"
260,40,F,artist,89801,Teresa,Campbell,teresa.campbell@outlook.com,Thriller,Anna Karenina (1997)
261,28,M,administrator,85202,Rachael,Reese,rachael.reese@outlook.com,Comedy,Boogie Nights (1997)
262,19,F,student,78264,Austin,Nunez,austin.nunez@gmail.com,Drama,"Shawshank Redemption, The (1994)"
263,41,M,programmer,55346,Tina,Daniel,tina.daniel@gmail.com,Drama,Aliens (1986)
